1901,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:43:49,M40-49

1907,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:36:25,M45-49
1907,09-23,MarathonOasisdeMontreal,MARATHON,03:32:48,M45-49
1907,08-18,AMidSummerNightsRun,30KMRACE,02:32:32,M40-49
1907,05-06,"GoodlifeTorontoMarathon,HalfMarathon,and5k",MARATHON,03:30:12,M45-49

1913,08-19,IronmanMont-Tremblant,OVERALL,12:01:38,F45-49
1913,08-05,DeepRiverTriathlon,TRIATHLON,01:50:58,F40-49
1913,06-24,SmithsFallsClassicTriathlon/Duathlon&Relay,SPRINTTRIATHLON,01:18:54,F45-49

1915,09-23,DefiVeloMag,21KM,01:21:44,M30-39

1916,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:57:47,F45-49

1920,11-04,OkaRoadRace,DEMI-MARATHON,01:45:31,F20-29
1920,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:46:51,F18-24
1920,06-17,TourduLacBrome,20KMROUTE,01:44:49,F20-29
1920,04-29,BanqueScotia21kmet5km,"21,1KM",01:56:26,F20-24

1923,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:07:46,M40-44

1928,10-14,ScotiabankTorontoWaterfrontMarathon,HALFMARATHON,01:34:06,M25-29
1928,09-08,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:26:29,M25-29

1930,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:42:52,M35-39

1934,10-21,NiagaraFallsInternationalMarathon,HALFMARATHON,01:47:06,M40-44

1935,09-23,Marathon Oasis de Montreal,Marathon,04:07:38,F45-49

1936,09-23,Marathon Oasis de Montreal,Marathon,04:43:11,F25-29

1937,06-23,LeDefiBeauceron,10KM,00:43:53,M30-39

1940,10-20,9RunRun,HALFMARATHON,01:51:47,M40-44
1940,10-07,DemimarathondescouleursdeBecancour,5KM,00:21:46,M40-49
1940,09-23,MarathonOasisdeMontreal,MARATHON,03:52:32,M40-44

1947,09-23,MarathonOasisdeMontreal,MARATHON,03:59:31,M35-39
1947,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:20:47,M30-39
1947,06-03,DefidesEscaliers,GRIMPEURS,00:04:05,M30-39
1947,06-03,DefidesEscaliers,SPRINTEURS,00:21:16,M30-39
1947,06-03,DefidesEscaliers,19KM,-1,M30-39

1951,06-17,TourduLacBrome,20KMROUTE,01:57:46,F20-29

1955,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:54:02,M30-39

1958,09-23,MarathonOasisdeMontreal,MARATHON,04:26:08,M50-54
1958,08-12,TriathlondeVerdun,TRIATHLONSPRINT,01:35:10,M50-54
1958,06-09,Triathlon/DuathlonMont-Tremblant,TRIATHLONOLYMPIQUE,03:37:11,M50-54

1959,09-23,Marathon Oasis de Montreal,Marathon,04:46:08,M45-49

1963,09-09,Demi-MarathonGranby,10KMCOURSE,00:51:03,M30-39

1964,09-23,MarathonOasisdeMontreal,MARATHON,03:51:42,M35-39
1964,04-29,BanqueScotia21kmet5km,"21,1KM",01:37:38,M35-39
1964,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:45:40,M30-39

1968,09-23,MarathonOasisdeMontreal,5KMSPORTSEXPERTS,00:29:52,F45-49
1968,09-08,TriathlonEspritdeMontreal,TRIATHLONDEMI-ESPRIT,05:12:56,M45-49
1968,07-22,TriathlonTrimemphredeMagog,TRIATHLONLONGUEDISTANCE,06:15:22,M45-49
1968,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:42:48,M45-49
1968,04-29,BanqueScotia21kmet5km,"21,1KM",01:44:46,M45-49

1972,09-23,Marathon Oasis de Montreal,Marathon,04:45:35,F35-39

1974,09-23,MarathonOasisdeMontreal,MARATHON,05:11:17,M55-59
1974,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,05:23:12,M50-59

1975,09-09,Demi-MarathonGranby,10KMCOURSE,00:52:46,M30-39

1980,11-04,OkaRoadRace,DEMI-MARATHON,01:38:27,M30-39
1980,09-08,TriathlonEspritdeMontreal,TRIATHLONSPRINT,01:27:10,M35-39
1980,08-05,DéfiBoréalSainte-Anne-de-Bellevue,10KM,00:53:48,M30-39
1980,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:52:59,M30-39

1982,09-23,Marathon Oasis de Montreal,Marathon,04:30:58,M30-34

1985,09-23,Marathon Oasis de Montreal,Marathon,04:29:34,M25-29

1997,09-23,Marathon Oasis de Montreal,Marathon,02:39:45,M45-49

1998,09-23,Marathon Oasis de Montreal,Marathon,04:29:35,F18-24

2001,09-23,MarathonOasisdeMontreal,MARATHON,04:14:49,M35-39
2001,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:56:25,M30-39

2003,11-04,OkaRoadRace,DEMI-MARATHON,01:54:57,M30-39
2003,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:48:58,M30-34
2003,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,01:46:13,M30-39
2003,06-24,CoupeDix302012,10KM,00:48:38,M30-39
2003,04-29,BanqueScotia21kmet5km,"21,1KM",01:55:20,M30-34

2008,09-23,Marathon Oasis de Montreal,Marathon,04:43:31,F45-49

2009,09-23,MarathonOasisdeMontreal,MARATHON,04:05:10,F50-54
2009,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:53:09,F50-59

2010,09-23,Marathon Oasis de Montreal,Marathon,03:47:42,F18-24

2011,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:21:45,F40-44

2018,09-23,MarathonOasisdeMontreal,MARATHON,03:46:52,M40-44
2018,04-29,BanqueScotia21kmet5km,"21,1KM",01:40:41,M35-39

2022,05-13,BonjourPrintemps,21KM,01:59:05,M30-39

2023,09-23,MarathonOasisdeMontreal,MARATHON,03:35:55,M45-49

2027,09-23,MarathonOasisdeMontreal,MARATHON,-1,M50-54
2027,04-29,BanqueScotia21kmet5km,"21,1KM",01:52:32,M45-49

2031,09-23,MarathonOasisdeMontreal,MARATHON,04:13:00,M30-34
2031,08-04,NationalCapitalTriathlonDuathlonandRelays,SUPERSPRINTTRIATHLON,01:20:36,M30-34

2034,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:59:44,M35-39
2034,09-23,MarathonOasisdeMontreal,MARATHON,03:53:39,M35-39

2035,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,03:58:26,M25-29
2035,09-23,MarathonOasisdeMontreal,MARATHON,03:59:22,M25-29

2036,09-23,MarathonOasisdeMontreal,MARATHON,07:18:20,F35-39
2036,03-25,CourseetmarchepopulairesdeLaSalle,10KM,01:04:12,F30-39
2036,02-19,DéfiHivernalIleBizard,5KM,00:31:05,F30-39

2046,10-14,ClassiqueDuParcLaFontaine,10KM,00:43:16,M50-59
2046,10-07,LeCrossDesCouleurs,4K,00:15:45,M50-59
2046,09-23,MarathonOasisdeMontreal,MARATHON,03:28:14,M50-54
2046,04-29,CoursePrintaniereOka,"21,1KM",01:40:19,M50-59
2046,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:47:43,M50-59

2047,09-23,MarathonOasisdeMontreal,MARATHON,03:08:30,M50-54
2047,07-22,TriathlonTrimemphredeMagog,TRIATHLONLONGUEDISTANCE,05:16:58,M50-54

2049,10-21,NiagaraFallsInternationalMarathon,MARATHON,04:13:53,F50-54

2052,09-23,MarathonOasisdeMontreal,MARATHON,03:10:01,M25-29
2052,07-14,Demi-MarathonMarcelJobin,21KM,01:40:34,M20-29

2054,09-23,MarathonOasisdeMontreal,MARATHON,04:13:56,M40-44

2057,09-23,MarathonOasisdeMontreal,MARATHON,04:14:24,M40-44
2057,05-06,CourseduFortdeChambly,10KM,00:47:29,M40-49

2061,09-23,MarathonOasisdeMontreal,MARATHON,04:21:49,M45-49

2063,09-23,MarathonOasisdeMontreal,MARATHON,03:33:26,M25-29
2063,07-14,Demi-MarathonMarcelJobin,21KM,01:43:58,M20-29
2063,04-29,BanqueScotia21kmet5km,"21,1KM",01:50:14,M25-29

2068,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:21:54,M25-29

2069,02-26,Morin-HeightsVikingLoppet,SMITH-JOHANNSEN33KMCLASSIQUE,03:43:54,M40-49

2072,11-04,OkaRoadRace,DEMI-MARATHON,01:44:01,F40-49
2072,09-23,MarathonOasisdeMontreal,MARATHON,03:46:11,M40-44
2072,08-12,GranfondoGarneau-Cascades,110KM,03:03:55,M41-50
2072,07-14,Demi-MarathonMarcelJobin,21KM,01:56:08,M40-49

2082,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:14:47,M50-54

2083,09-23,Marathon Oasis de Montreal,Marathon,03:45:32,F30-34

2096,09-23,MarathonOasisdeMontreal,MARATHON,04:31:38,F50-54
2096,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:00:11,F50-59

2097,09-23,Marathon Oasis de Montreal,Marathon,04:12:39,M40-44

2100,10-14,ClassiqueDuParcLaFontaine,10KM,00:49:45,M30-39
2100,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:57:40,M30-34

2107,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:58:53,F40-44
2107,04-29,BanqueScotia21kmet5km,"21,1KM",02:01:27,F40-44
2107,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:57:11,F40-49
2107,03-25,CourseetmarchepopulairesdeLaSalle,2KM,00:09:46,F40-49

2111,09-23,MarathonOasisdeMontreal,MARATHON,04:22:05,M18-24

2124,05-27,OttawaRaceWeekend,MARATHON,04:01:48,M30-34

2129,10-14,ClassiqueDuParcLaFontaine,10KM,00:58:15,F50-59
2129,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:14:47,F50-54
2129,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,01:00:55,F50-59
2129,06-02,Coursedesiles,10KM,01:00:24,F50-59
2129,02-19,DéfiHivernalIleBizard,10KM,01:03:26,F50-59

2131,05-12,CoursedelaFondationhopitalSaintJerome,"21,1KM",01:50:20,F20-29

2132,09-23,Marathon Oasis de Montreal,Marathon,03:45:58,M35-39

2135,05-27,OttawaRaceWeekend,HALFMARATHON,02:32:18,F35-39

2139,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:46:37,M35-39
2139,06-02,Coursedesiles,21KM,01:48:49,M30-39

2140,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:48:39,M45-49
2140,05-27,OttawaRaceWeekend,HALFMARATHON,01:52:54,M45-49

2144,09-23,MarathonOasisdeMontreal,5KMSPORTSEXPERTS,00:21:21,M45-49

2148,08-18,AMidSummerNightsRun,30KMRACE,02:46:02,F40-49
2148,03-25,AroundtheBayRoadRaces,30KM,02:54:58,F40-44

2154,10-14,ClassiqueDuParcLaFontaine,5KM,00:20:22,M30-39

2158,09-23,Marathon Oasis de Montreal,Marathon,03:51:22,M25-29

2161,10-21,NiagaraFallsInternationalMarathon,HALFMARATHON,01:50:08,F20-24
2161,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:59:43,F20-29

2167,09-23,Marathon Oasis de Montreal,Marathon,02:49:27,F18-24

2173,09-23,MarathonOasisdeMontreal,MARATHON,04:34:33,F40-44
2173,09-09,Demi-MarathonGranby,10KMCOURSE,00:52:10,F40-49
2173,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:05:49,F40-49
2173,06-17,TourduLacBrome,20KMROUTE,01:57:00,F40-49
2173,04-29,BanqueScotia21kmet5km,"21,1KM",02:01:33,F35-39
2173,02-18,DemiMarathonHypothermique,DEMIMARATHON,02:04:33,F30-39

2174,09-23,MarathonOasisdeMontreal,MARATHON,04:05:37,M40-44
2174,08-19,IronmanMont-Tremblant,OVERALL,11:27:58,M40-44
2174,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:15:52,M40-44

2175,09-23,MarathonOasisdeMontreal,MARATHON,03:03:11,M18-24
2175,07-14,Demi-MarathonMarcelJobin,21KM,01:25:36,M20-29

2176,10-07,DemimarathondescouleursdeBecancour,DEMIMARATHON,01:45:53,M30-39
2176,09-23,MarathonOasisdeMontreal,10KM,00:44:27,M30-34

2179,09-23,MarathonOasisdeMontreal,MARATHON,03:56:14,F35-39

2182,09-23,MarathonOasisdeMontreal,MARATHON,03:55:37,M40-44
2182,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,02:07:31,M40-49

2188,09-23,Marathon Oasis de Montreal,Marathon,04:10:22,M18-24

2190,09-23,Marathon Oasis de Montreal,Marathon,04:10:36,F30-34

2192,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:46:39,F40-44
2192,06-10,DemimarathondespompiersdeShawinigan,21KM,01:53:29,F30-39

2209,09-09,Demi-MarathonGranby,DEMIMARATHON,01:50:58,F50-59
2209,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:44:46,F50-59
2209,07-14,Demi-MarathonMarcelJobin,21KM,01:58:40,F50-59
2209,06-02,Coursedesiles,21KM,01:55:48,F50-59
2209,04-29,BanqueScotia21kmet5km,"21,1KM",01:59:54,F50-54

2210,05-13,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:36:12,M40-49
2210,04-28,"RuntoendMSHalf-Marathon,5kmand10km",HALFMARATHON,01:39:37,M40-49

2211,08-12,GranfondoGarneau-Cascades,110KM,03:45:40,M31-40

2216,09-23,Marathon Oasis de Montreal,Marathon,03:41:17,M30-34

2221,09-16,LaGrandeVadrouille,10KM,00:48:15,M40-49

2226,09-23,Marathon Oasis de Montreal,Marathon,04:03:09,M45-49

2227,09-08,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:21:47,M25-29
2227,07-22,TriathlonTrimemphredeMagog,TRIATHLONOLYMPIQUE,02:33:53,M25-29
2227,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:12:00,M25-29
2227,04-22,CourseSaint-Laurent,10KM,00:39:38,M20-29

2230,09-23,Marathon Oasis de Montreal,Marathon,03:58:18,M30-34

2234,09-23,MarathonOasisdeMontreal,MARATHON,04:41:42,M40-44

2240,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:56:18,M25-29

2241,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,06:31:50,F35-39
2241,05-27,OttawaRaceWeekend,HALFMARATHON,01:58:18,F35-39
2241,02-18,DemiMarathonHypothermique,DEMIMARATHON,-1,F30-39

2243,10-07,OttawaFallColoursMarathonEvents,MARATHON,04:03:29,M50-54

2246,09-23,MarathonOasisdeMontreal,MARATHON,03:19:31,M18-24
2246,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:26:31,M18-24

2252,09-23,Marathon Oasis de Montreal,Marathon,03:49:29,M50-54

2254,09-23,Marathon Oasis de Montreal,Marathon,03:12:11,M30-34

2256,09-23,MarathonOasisdeMontreal,MARATHON,04:44:53,F30-34
2256,05-27,OttawaRaceWeekend,HALFMARATHON,02:03:57,F30-34

2257,08-12,GranfondoGarneau-Cascades,110KM,03:52:13,F31-40

2260,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,04:43:01,M55-59
2260,10-07,OttawaFallColoursMarathonEvents,HALFMARATHON,02:02:41,M55-59
2260,09-23,MarathonOasisdeMontreal,MARATHON,04:35:46,M55-59

2262,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:06:07,M40-49

2263,09-23,MarathonOasisdeMontreal,MARATHON,04:34:28,F45-49
2263,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:57:39,F40-49

2266,09-23,MarathonOasisdeMontreal,MARATHON,04:44:01,M18-24
2266,06-17,TourduLacBrome,20KMROUTE,02:03:35,M-JUN
2266,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:58:38,M-JUN
2266,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:53:48,M16-19
2266,02-19,DéfiHivernalIleBizard,5KM,00:24:06,M16-17

2268,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:05:54,M35-39

2274,09-23,MarathonOasisdeMontreal,MARATHON,04:16:01,M55-59

2276,09-23,Marathon Oasis de Montreal,Marathon,04:05:13,M40-44

2277,05-27,OttawaRaceWeekend,MARATHON,02:58:22,M30-34
2277,03-25,AroundtheBayRoadRaces,30KM,02:04:14,M30-34

2279,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:07:23,M35-39
2279,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:56:29,M30-39
2279,05-20,CoupeDix302012,5KM,00:26:26,M30-39

2281,09-23,MarathonOasisdeMontreal,MARATHON,03:50:23,M45-49
2281,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:33:30,M40-49
2281,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:34:31,M40-49
2281,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:43:35,M40-49
2281,02-19,DéfiHivernalIleBizard,10KM,00:44:56,M40-49

2284,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:25:44,F25-29
2284,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,01:39:09,F20-29

2293,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:44:59,F25-29

2301,10-07,LeCrossDesCouleurs,8KM,00:35:07,M20-29
2301,06-03,DéfiTri-O-Lacs,10KM,00:39:46,M20-29

2302,10-14,ClassiqueDuParcLaFontaine,5KM,00:18:01,M18-19
2302,09-23,MarathonOasisdeMontreal,MARATHON,03:26:37,M18-24

2311,09-23,Marathon Oasis de Montreal,Marathon,03:57:53,M25-29

2312,09-23,Marathon Oasis de Montreal,Marathon,03:55:23,M25-29

2314,09-16,LaGrandeVadrouille,10KM,00:59:48,M30-39

2316,09-23,MarathonOasisdeMontreal,MARATHON,04:22:45,M40-44

2318,09-23,MarathonOasisdeMontreal,MARATHON,04:18:49,F40-44
2318,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,04:39:09,F40-44

2321,09-23,Marathon Oasis de Montreal,Marathon,04:34:41,F18-24

2322,09-23,Marathon Oasis de Montreal,Marathon,03:44:54,M40-44

2325,09-23,Marathon Oasis de Montreal,Marathon,04:36:08,F25-29

2326,09-23,MarathonOasisdeMontreal,MARATHON,04:04:22,M18-24
2326,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:25:04,M18-29

2329,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:14:10,M30-34

2331,09-23,MarathonOasisdeMontreal,MARATHON,04:06:56,F50-54

2336,09-23,Marathon Oasis de Montreal,Marathon,04:11:12,M55-59

2337,09-16,LaGrandeVadrouille,5KM,00:18:56,M30-39
2337,09-09,Demi-MarathonGranby,DEMIMARATHON,01:27:32,M30-39
2337,05-27,OttawaRaceWeekend,MARATHON,03:07:55,M35-39
2337,05-13,DefiGerardCotedeSt-Hyacinthe,15KM,01:00:23,M30-39
2337,05-06,CourseduFortdeChambly,5KM,00:19:42,M30-39
2337,03-25,CourseetmarchepopulairesdeLaSalle,5KM,00:19:43,M30-39

2338,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:58:15,F25-29
2338,05-26,OttawaRaceWeekend,5KM,00:25:43,F25-29

2340,09-23,MarathonOasisdeMontreal,MARATHON,03:19:09,M30-34
2340,08-15,Le5kmEndurance,5KM,00:19:50,M30-39
2340,05-27,OttawaRaceWeekend,MARATHON,03:24:52,M30-34
2340,05-12,LeChallengeIRCM-Courirpourlavie,5KM,00:20:39,M30-39
2340,04-29,BanqueScotia21kmet5km,"21,1KM",01:32:38,M30-34
2340,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:35:20,M30-39

2342,09-23,MarathonOasisdeMontreal,10KM,01:08:50,F30-34

2348,09-23,MarathonOasisdeMontreal,MARATHON,04:06:26,M30-34

2349,04-29,BanqueScotia21kmet5km,"21,1KM",01:39:26,M35-39
2349,02-18,DemiMarathonHypothermique,DEMIMARATHON,01:47:54,M30-39

2353,09-01,CanadianIron226TriathlonDuathlonandRelays,THECANADIANIRON113TRIATHLON,05:17:15,M55-59
2353,08-19,Ironman70.3Timberman,70.3RESULTS,05:16:27,M55-59

2356,11-04,OkaRoadRace,10KCOURSE,00:47:36,M30-39
2356,09-23,MarathonOasisdeMontreal,MARATHON,03:59:57,M30-34
2356,08-05,DéfiBoréalSainte-Anne-de-Bellevue,10KM,00:53:52,M30-39

2357,06-17,TourduLacBrome,20KMROUTE,01:43:45,F30-39

2358,09-23,Marathon Oasis de Montreal,Marathon,04:38:07,F25-29

2360,09-23,Marathon Oasis de Montreal,Demi-Marathon,02:31:34,M25-29

2361,09-23,Marathon Oasis de Montreal,Marathon,04:33:22,M35-39

2364,06-30,DemiMarathondeSherbrooke,10KM,00:49:08,M50-59

2365,09-23,MarathonOasisdeMontreal,MARATHON,04:00:43,F35-39

2366,11-04,OkaRoadRace,DEMI-MARATHON,02:10:19,M40-49
2366,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:14:54,M45-49

2374,09-23,MarathonOasisdeMontreal,MARATHON,03:52:20,F55-59

2375,09-23,MarathonOasisdeMontreal,MARATHON,03:19:48,M35-39

2378,09-23,MarathonOasisdeMontreal,MARATHON,03:30:11,M35-39

2388,09-23,MarathonOasisdeMontreal,MARATHON,03:29:24,F40-44
2388,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:39:00,F40-49

2391,09-23,Marathon Oasis de Montreal,Marathon,03:11:00,M40-44

2399,09-23,MarathonOasisdeMontreal,MARATHON,04:42:43,M50-54
2399,09-16,LaGrandeVadrouille,10KM,00:54:50,M50-59
2399,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,02:10:35,M50-59
2399,05-13,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,02:07:45,M50-59
2399,04-22,CourseSaint-Laurent,10KM,00:56:20,M50-59
2399,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:54:39,M50-59
2399,02-19,DéfiHivernalIleBizard,10KM,00:55:05,M50-59

2402,09-08,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:31:28,M35-39
2402,08-12,TriathlondeVerdun,TRIATHLONSPRINT,01:24:00,M35-39

2405,09-30,MarathondeRimouski,"4,2KM",00:29:47,F15+

2409,05-27,OttawaRaceWeekend,MARATHON,04:23:14,M50-54
2409,03-25,AroundtheBayRoadRaces,30KM,02:52:29,M50-54

2414,09-23,Marathon Oasis de Montreal,Marathon,03:44:20,M25-29

2415,05-27,OttawaRaceWeekend,MARATHON,03:39:11,M35-39
2415,04-29,BanqueScotia21kmet5km,"21,1KM",01:39:30,M35-39

2416,09-29,WakefieldMoonlightRiverRun,5K,00:22:04,M11-19

2427,09-23,MarathonOasisdeMontreal,MARATHON,04:41:52,M30-34
2427,02-19,DéfiHivernalIleBizard,10KM,00:48:57,M30-39

2433,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:15:46,F25-29

2435,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:15:40,M40-49
2435,06-17,DescenteRoyale,10KM,00:59:56,M40-49
2435,06-03,DefidesEscaliers,SPRINTEURS,00:23:24,M40-49
2435,06-03,DefidesEscaliers,GRIMPEURS,00:04:10,M40-49
2435,06-03,DefidesEscaliers,19KM,-1,M40-49
2435,05-06,DemiMarathonInternationaldeQuebec,10KM,-1,M40-49

2439,09-23,Marathon Oasis de Montreal,Marathon,03:58:07,M30-34

2440,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:43:04,F30-34
2440,07-08,CoupeDix302012,5KM,00:24:50,F30-39

2441,09-23,Marathon Oasis de Montreal,Marathon,04:42:03,F45-49

2442,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:51:36,M40-44
2442,05-13,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,02:00:27,M40-49
2442,04-29,BanqueScotia21kmet5km,"21,1KM",01:58:52,M40-44
2442,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:50:48,M40-49

2445,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:01:18,M30-34

2446,09-23,MarathonOasisdeMontreal,MARATHON,03:09:22,M45-49
2446,07-22,TriathlonTrimemphredeMagog,TRIATHLONOLYMPIQUE,02:43:51,M45-49

2449,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:25:31,M40-49

2452,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:57:50,F40-44

2455,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:57:44,M30-34

2456,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:58:38,M25-29
2456,05-26,OttawaRaceWeekend,10KM,00:50:29,M25-29

2457,05-27,OttawaRaceWeekend,HALFMARATHON,02:14:42,M50-54

2461,09-23,Marathon Oasis de Montreal,Marathon,04:01:45,F35-39

2465,09-23,Marathon Oasis de Montreal,Marathon,03:54:01,M18-24

2466,11-04,OkaRoadRace,DEMI-MARATHON,01:52:32,F50-59
2466,10-07,DemimarathondescouleursdeBecancour,DEMIMARATHON,01:53:15,F50-59
2466,07-14,Demi-MarathonMarcelJobin,21KM,02:15:52,F50-59
2466,06-10,DemimarathondespompiersdeShawinigan,21KM,02:17:24,F50-59

2470,09-23,MarathonOasisdeMontreal,10KM,00:59:13,F30-34

2475,09-23,MarathonOasisdeMontreal,MARATHON,04:42:35,F30-34

2476,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:40:28,M15-17

2477,09-23,Marathon Oasis de Montreal,Marathon,04:30:16,M18-24

2482,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:08:06,M30-39

2486,09-23,Marathon Oasis de Montreal,Marathon,04:26:01,F25-29

2490,09-23,Marathon Oasis de Montreal,Marathon,04:15:57,M45-49

2491,09-23,MarathonOasisdeMontreal,MARATHON,03:29:08,M18-24
2491,06-03,DefidesEscaliers,19KM,-1,M20-29
2491,06-03,DefidesEscaliers,SPRINTEURS,00:16:54,M20-29
2491,06-03,DefidesEscaliers,GRIMPEURS,00:02:31,M20-29

2498,09-23,MarathonOasisdeMontreal,10KM,00:47:29,M45-49

2500,09-23,MarathonOasisdeMontreal,MARATHON,03:24:53,M45-49
2500,05-06,"GoodlifeTorontoMarathon,HalfMarathon,and5k",MARATHON,03:44:24,M45-49

2501,09-23,MarathonOasisdeMontreal,MARATHON,04:29:32,M45-49
2501,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:06:57,M40-49
2501,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,02:15:32,M40-49

2502,09-23,MarathonOasisdeMontreal,MARATHON,04:20:34,F45-49

2505,09-23,MarathonOasisdeMontreal,MARATHON,03:52:42,F40-44

2506,11-04,OkaRoadRace,5KCOURSE,00:19:30,M30-39
2506,10-20,Cross-CountrySaint-LaurentSelect,2KM,00:07:13,M30-39
2506,10-14,ClassiqueDuParcLaFontaine,2KM,00:06:55,M30-39
2506,10-07,LeCrossDesCouleurs,2KM,00:07:19,M30-39
2506,09-16,LaGrandeVadrouille,2KM,00:07:11,M30-39
2506,08-19,CoupeDix302012,5KM,00:19:24,M30-39
2506,08-15,Le5kmEndurance,5KM,00:19:50,M30-39
2506,08-05,DéfiBoréalSainte-Anne-de-Bellevue,2KM,00:07:19,M30-39
2506,06-03,DéfiTri-O-Lacs,2KM,00:07:08,M30-39
